Jersey_Number	DOB	City	State	Country	Birth_Country	Height	Weight	Shoots	Draft_Year	Draft_Round	Draft_Pick	Signed	Age	First_Name	Last_Name	Team	Prev_Team	Pos	Games_Curr_Team	Games_Other	Games_Other2	Games_Played	Goals	Assists	Penalty_Mins	Total_Points	Plus_Minus
25	3/17/1988	Brandon	MB	CAN	CAN	72	200	R	2006	3	66		27	Ryan	White	PHI	PHI	C/RW	72	 	 	73	11	5	2	16	-9
45	1/7/1990	St. Louis	MO	USA	USA	70	180	R	2009	4	100	Y	26	Chris	Wideman	OTT	OTT	D	63	 	 	64	6	7	4	13	4
6	3/20/1983	Kitchener	ON	CAN	CAN	72	202	R	2002	8	241		32	Dennis	Wideman	CGY	CGY	D	51	 	 	51	2	17	8	19	-9
46	9/12/1990	Burnaby	BC	CAN	CAN	77	202	L	2008	2	42		25	Patrick	Wiercioch	OTT	OTT	D	52	 	 	52	0	5	2	5	2
14	10/4/1981	Cobourg	ON	CAN	CAN	73	186	R	2000	1	28		34	Justin	Williams	WSH	WSH	RW	82	 	 	82	22	30	15	52	15
33	10/20/1989	Greenwich	CT	USA	USA	73	221	L	2008	1	7		26	Colin	Wilson	NSH	NSH	LW/C	63	 	 	64	6	18	10	24	-1
28	3/16/1991	Barrie	ON	CAN	CAN	74	199	L	2009	4	107	Y	24	Garrett	Wilson	FLA	FLA	LW	29	 	 	29	0	0	0	0	-3
23	4/24/1992	Oakville	ON	CAN	CAN	71	183	L	2011	7	209	Y	23	Scott	Wilson	PIT	PIT	LW/C	24	 	 	24	5	1	1	6	0
43	3/29/1994	Toronto	ON	CAN	CAN	76	215	R	2012	1	16		21	Tom	Wilson	WSH	WSH	RW	82	 	 	82	7	16	13	23	3
57	4/12/1988	Evanston	IL	USA	USA	72	200	R	2008	6	177		27	Tommy	Wingels	SJS	SJS	C/RW/LW	68	 	 	68	7	11	7	18	-10
26	3/6/1985	Toronto	ON	CAN	CAN	74	203	L	2004	9	265		30	Daniel	Winnik	WSH	TOR; WSH	LW/C	55	20	 	76	6	13	7	19	4
21	2/21/1984	Canton	MI	USA	USA	71	203	R	2002	5	156		31	James	Wisniewski	CAR	CAR	D	1	 	 	1	0	0	0	0	0
53	4/14/1990	Holland	MI	USA	USA	74	200	R	2008	6	160	Y	25	Luke	Witkowski	TBL	TBL	D	4	 	 	4	0	0	0	0	0
44	9/13/1995	Buffalo	NY	USA	USA	73	160	L	2013	4	100	Y	20	Miles	Wood	NJD	NJD	LW	1	 	 	1	0	0	0	0	0
56	6/11/1992	Humboldt	SK	CAN	CAN	76	210	L	2012	5	129	Y	23	Brendan	Woods	CAR	CAR	LW/C	5	 	 	5	0	0	0	0	0
26	3/12/1993	Burnaby	BC	CAN	CAN	74	207	L	2011	2	57	Y	22	Tyler	Wotherspoon	CGY	CGY	D	10	 	 	11	0	1	0	1	0
10	10/6/1993	Nizhnekamsk		RUS	RUS	71	195	L	2012	1	1		22	Nail	Yakupov	EDM	EDM	RW/LW	59	 	 	60	8	15	6	23	-16
93	9/9/1986	Boston	MA	USA	USA	73	196	L	2005	4	105		29	Keith	Yandle	NYR	NYR	D	81	 	 	82	5	42	24	47	-4
37	4/6/1997	Brno		CZE	CZE	75	210	L	2015	1	6	Y	18	Pavel	Zacha	NJD	NJD	C	1	 	 	1	0	2	1	2	4
16	4/16/1995	Moscow		RUS	RUS	77	220	L	2013	1	16		20	Nikita	Zadorov	COL	COL	D	22	 	 	22	0	2	2	2	-5
19	5/13/1985	Winnipeg	MB	CAN	CAN	74	185	R	2004	1	20		30	Travis	Zajac	NJD	NJD	C	73	 	 	74	14	28	14	42	3
40	8/18/1992	New Hartford	NY	USA	USA	74	205	L				Y	23	Michael	Zalewski	VAN	VAN	LW	3	 	 	3	0	1	1	1	1
40	10/9/1980	Njurunda		SWE	SWE	72	195	L	1999	7	210		35	Henrik	Zetterberg	DET	DET	LW/C	81	 	 	82	13	37	21	50	-15
93	4/18/1993	Huddinge		SWE	SWE	74	222	R	2011	1	6		22	Mika	Zibanejad	OTT	OTT	C	80	 	 	81	21	30	16	51	-2
28	2/3/1977	Most		CZE	CZE	71	190	R	2001	6	176		39	Marek	Zidlicky	NYI	NYI	D	52	 	 	53	4	12	6	16	5
41	9/1/1987	Toronto	ON	CAN	CAN	71	180	L					28	Harry	Zolnierczyk	ANA	ANA	C/LW	1	 	 	1	0	0	0	0	-1
9	6/16/1978	Elektrenai		LTU	LTU	77	225	L	1996	1	15		37	Dainius	Zubrus	SJS	SJS	C/LW	50	 	 	50	3	4	1	7	4
36	9/1/1987	Oslo		NOR	NOR	67	179	L					28	Mats	Zuccarello	NYR	NYR	RW/LW	80	 	 	81	26	35	27	61	2
16	1/16/1992	Newport Beach	CA	USA	USA	71	185	L	2010	2	59		24	Jason	Zucker	MIN	MIN	LW/RW	71	 	 	71	13	10	7	23	-4
